genres,movie_id,original_title,plot,cast
"['Thriller', 'Horror']",280381,House at the End of the Drive,"When David King purchases a house in the hills far above the angst of Los Angeles, he gets much more than he bargained for when strange and unexplainable occurrences in and around the house begin to take control of his daily life","['James Oliver', 'Jonathan Mangum', 'Alison Raimondi']"
"['Action', 'Adventure']",188207,The Legend of Hercules,"In Ancient Greece 1200 B.C., a queen succumbs to the lust of Zeus to bear a son promised to overthrow the tyrannical rule of the king and restore peace to a land in hardship. But this prince, Hercules, knows nothing of his real identity or his destiny. He desires only one thing: the love of Hebe, Princess of Crete, who has been promised to his own brother. When Hercules learns of his greater purpose, he must choose: to flee with his true love or to fulfill his destiny and become the true hero of his time. The story behind one of the greatest myths is revealed in this action-packed epic - a tale of love, sacrifice and the strength of the human spirit.","['Kellan Lutz', 'Liam McIntyre', 'Gaia Weiss']"
['Horror'],79316,Devil's Due,An unexpected pregnancy takes a terrifying turn for newlyweds Zach and Samantha McCall.,"['Allison Miller', 'Zach Gilford', 'Sam Anderson']"
"['Action', 'Comedy']",168530,Ride Along,"For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.","['Ice Cube', 'Kevin Hart', 'John Leguizamo']"
"['Crime', 'Mystery', 'Thriller']",241766,Lords of London,"Tony is a notorious gangster with a big problem. He has woken up in an abandoned farmhouse, with blood on his shirt, and no memory of how he got there. He stumbles into a small town and discovers he’s in an Italian village that seems to be lost in time.","['Glen Murphy', 'Ray Winstone', 'Giovanni Capalbo']"
"['Horror', 'Thriller']",227348,Paranormal Activity: The Marked Ones,"Seventeen-year-old Jesse has been hearing terrifying sounds coming from his neighbor’s apartment, but when he turns on his camera and sets out to uncover their source, he encounters an ancient evil that won’t rest until it’s claimed his very soul.","['Andrew Jacobs', 'Richard Cabral', 'Carlos Pratts']"
"['War', 'Drama', 'History']",281230,Fort McCoy,"Unable to serve in World War II because of a heart condition, a barber moves his family adjacent to a Wisconsin army base and prisoner-of-war camp to provide his services. But even in rural America -- far from the frontline -- the war finds victims.","['Eric Stoltz', 'Kate Connor', 'Lyndsy Fonseca']"
[],331493,Light from the Darkroom,Light in the Darkroom is the story of two best friends whose faith is tested when their friends disappear during a religious pilgrimage.,[]
['Drama'],215918,1982,"1982, a film inspired by true events at the onset of the crack epidemic in Philadelphia, tells the story of a father and his efforts to protect his gifted daughter from the insidious epidemic which has literally come home via her drug-addicted mother. As his wife becomes more distant and unreliable, he struggles to raise his daughter on his own, while still striving to help his wife become clean. In the process, he learns some hard truths about his marriage and his life, which will ultimately test him as a parent, a husband, and a man","['Bokeem Woodbine', 'Sharon Leal', 'Wayne Brady']"
"['Adventure', 'Family']",246449,Against the Wild,"The action-packed feature film tells the dramatic tale of two siblings and their Alaskan Malamute, who must make an emergency landing when their small plane has engine problems. They find themselves in a beautiful but potentially dangerous natural environment that they must overcome together.","['Natasha Henstridge', 'CJ Adams', 'Erin Pitt']"
['Drama'],130150,Labor Day,"Depressed single mom Adele and her son Henry offer a wounded, fearsome man a ride. As police search town for the escaped convict, the mother and son gradually learn his true story as their options become increasingly limited.","['Josh Brolin', 'Kate Winslet', 'Gattlin Griffith']"
"['Action', 'Adventure', 'Drama']",252360,In the Name of the King III,"Hazen Kaine, an American contract killer living in Sofia, Bulgaria, gets more than he bargains for when he enters into a contract with the mob. One last job before he gets out and starts a new life for himself. The targets: the three children of royal billionaire Andon Dupont. Seems simple enough, or so he thought. Hazen apprehends the children, and before he can blink an eye, a simple necklace worn by one of the children sends his life spiraling back to medieval times. Now completely out of his element, Hazen fights for his life as he tries to escape a medieval army and a fierce fire-breathing dragon.","['Dominic Purcell', 'Ralitsa Paskaleva', 'Bashar Rahal']"
"['Comedy', 'Drama']",152737,August: Osage County,"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Midwest house they grew up in, and to the dysfunctional woman who raised them.","['Meryl Streep', 'Julia Roberts', 'Chris Cooper']"
"['Drama', 'History']",127560,The Railway Man,"A victim from World War II's ""Death Railway"" sets out to find those responsible for his torture. A true story.","['Jeremy Irvine', 'Colin Firth', 'Stellan Skarsgård']"
"['Crime', 'Drama', 'Comedy']",106646,The Wolf of Wall Street,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.","['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie']"
['Comedy'],64807,Grudge Match,A pair of aging boxing rivals are coaxed out of retirement to fight one final bout -- 30 years after their last match.,"['Robert De Niro', 'Sylvester Stallone', 'Alan Arkin']"
"['Action', 'Drama', 'Thriller']",193756,Lone Survivor,"Based on the failed June 28, 2005 mission ""Operation Red Wing."" Four members of SEAL Team 10, were tasked with the mission to capture or kill notorious Taliban leader, Ahmad Shah. Only one member of the team survived.","['Mark Wahlberg', 'Taylor Kitsch', 'Emile Hirsch']"
"['Family', 'Fantasy', 'Animation']",202575,The House of Magic,"Thunder, an abandoned young cat seeking shelter from a storm, stumbles into the strangest house imaginable, owned by an old magician and inhabited by a dazzling array of automatons and gizmos. Not everyone welcomes the new addition to the troupe as Jack Rabbit and Maggie Mouse plot to evict Thunder. The situation gets worse when the magician lands in hospital and his scheming nephew sees his chance to cash in by selling the mansion. Our young hero is determined to earn his place and so he enlists the help of some wacky magician's assistants to protect his magical new home.","['Brianne Siddall', 'Joey Camen', 'Elisa Gabrielli']"
"['Adventure', 'Comedy', 'Drama']",116745,The Secret Life of Walter Mitty,A timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing.,"['Ben Stiller', 'Kristen Wiig', 'Patton Oswalt']"
"['Animation', 'Family', 'Adventure']",77951,Walking With Dinosaurs,"Walking with Dinosaurs 3D is a film depicting life-like 3D dinosaur characters set in photo-real landscapes that transports audiences to the prehistoric world as it existed 70 million years ago. The film is based on the 1999 documentary television miniseries Walking with Dinosaurs, produced by the BBC. Walking with Dinosaurs 3D is being produced by Evergreen Studios, the company that produced Happy Feet, and it is was released on October 11, 2013.","['Charlie Rowe', 'Justin Long', 'Karl Urban']"
['Comedy'],109443,Anchorman 2: The Legend Continues,"With the 70s behind him, San Diego's top rated newsman, Ron Burgundy, returns to take New York's first 24-hour news channel by storm.","['Will Ferrell', 'Steve Carell', 'Paul Rudd']"
"['Romance', 'Science Fiction', 'Drama']",152601,Her,"In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theordore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.","['Joaquin Phoenix', 'Scarlett Johansson', 'Rooney Mara']"
"['Comedy', 'Drama']",175555,A Madea Christmas,Madea dispenses her unique form of holiday spirit on rural town when she's coaxed into helping a friend pay her daughter a surprise visit in the country for Christmas.,"['Tyler Perry', 'Anna Maria Horsford', 'Tika Sumpter']"
"['Drama', 'Crime']",168672,American Hustle,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.","['Christian Bale', 'Bradley Cooper', 'Amy Adams']"
